                 cnd  |                root  |      Central Neutron Detector  |                              0*cm 0*cm 137.055*cm  |                     180*deg 0*deg 0*deg  | 33bb99   |            Polycone  |0.0*deg 360*deg 5*counts 89.75*cm 28.95*cm 28.95*cm 28.95*cm 35.56*cm 111.42*cm 39.56*cm 38.56*cm 38.56*cm 38.56*cm -129.992*cm -43.162*cm -43.052*cm 35.5104*cm 43.052*cm  |              G4_AIR  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
     pmtshield_308 L  |                band  |       Mu metal shield for pmt  |                    -1138.74*mm 384.17*mm 501.5*mm  |                      0*deg 90*deg 0*deg  | 111111   |                Tube  |                   30.035*mm 32.725*mm 88.9*mm 0*deg 360*deg  |             conetic  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
     pmtshield_308 R  |                band  |       Mu metal shield for pmt  |                     1138.74*mm 384.17*mm 501.5*mm  |                      0*deg 90*deg 0*deg  | 771111   |                Tube  |                   30.035*mm 32.725*mm 88.9*mm 0*deg 360*deg  |             conetic  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
    scintillator_309  |                band  |                  Scintillator  |                           0*mm 310.48*mm 501.5*mm  |                       0*deg 0*deg 0*deg  | 007fff   |                 Box  |                                       1009.5*mm 36*mm 36*mm  |               ej200  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
     pmtshield_309 L  |                band  |       Mu metal shield for pmt  |                    -1138.74*mm 310.48*mm 501.5*mm  |                      0*deg 90*deg 0*deg  | 111111   |                Tube  |                   30.035*mm 32.725*mm 88.9*mm 0*deg 360*deg  |             conetic  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
     pmtshield_309 R  |                band  |       Mu metal shield for pmt  |                     1138.74*mm 310.48*mm 501.5*mm  |                      0*deg 90*deg 0*deg  | 771111   |                Tube  |                   30.035*mm 32.725*mm 88.9*mm 0*deg 360*deg  |             conetic  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
    scintillator_310  |                band  |                  Scintillator  |                           0*mm 236.79*mm 501.5*mm  |                       0*deg 0*deg 0*deg  | 007fff   |                 Box  |                                       1009.5*mm 36*mm 36*mm  |               ej200  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
     pmtshield_310 L  |                band  |       Mu metal shield for pmt  |                    -1138.74*mm 236.79*mm 501.5*mm  |                      0*deg 90*deg 0*deg  | 111111   |                Tube  |                   30.035*mm 32.725*mm 88.9*mm 0*deg 360*deg  |             conetic  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
     pmtshield_310 R  |                band  |       Mu metal shield for pmt  |                     1138.74*mm 236.79*mm 501.5*mm  |                      0*deg 90*deg 0*deg  | 771111   |                Tube  |                   30.035*mm 32.725*mm 88.9*mm 0*deg 360*deg  |             conetic  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  scintillator_311 B  |                band  |                    Short Bars  |                        753.5*mm 163.1*mm 501.5*mm  |                       0*deg 0*deg 0*deg  | 4cbb17   |                 Box  |                                          255*mm 36*mm 36*mm  |               ej200  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  scintillator_311 A  |                band  |                    Short Bars  |                       -753.5*mm 163.1*mm 501.5*mm  |                       0*deg 0*deg 0*deg  | 32cd32   |                 Box  |                                          255*mm 36*mm 36*mm  |               ej200  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  pmtshield_311 Lout  |                band  |       Mu metal shield for pmt  |                     -1138.74*mm 163.1*mm 501.5*mm  |                      0*deg 90*deg 0*deg  | 111111   |                Tube  |                   30.035*mm 32.725*mm 88.9*mm 0*deg 360*deg  |             conetic  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  pmtshield_311 Rout  |                band  |       Mu metal shield for pmt  |                      1138.74*mm 163.1*mm 501.5*mm  |                      0*deg 90*deg 0*deg  | 771111   |                Tube  |                   30.035*mm 32.725*mm 88.9*mm 0*deg 360*deg  |             conetic  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
   pmtshield_311 Rin  |                band  |       Mu metal shield for pmt  |                     -368.263*mm 163.1*mm 501.5*mm  |                      0*deg 90*deg 0*deg  | 771111   |                Tube  |                   30.035*mm 32.725*mm 88.9*mm 0*deg 360*deg  |             conetic  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
   pmtshield_311 Lin  |                band  |       Mu metal shield for pmt  |                      368.263*mm 163.1*mm 501.5*mm  |                      0*deg 90*deg 0*deg  | 111111   |                Tube  |                   30.035*mm 32.725*mm 88.9*mm 0*deg 360*deg  |             conetic  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  scintillator_312 B  |                band  |                    Short Bars  |             753.5*mm 89.4100000000001*mm 501.5*mm  |                       0*deg 0*deg 0*deg  | 4cbb17   |                 Box  |                                          255*mm 36*mm 36*mm  |               ej200  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  scintillator_312 A  |                band  |                    Short Bars  |            -753.5*mm 89.4100000000001*mm 501.5*mm  |                       0*deg 0*deg 0*deg  | 32cd32   |                 Box  |                                          255*mm 36*mm 36*mm  |               ej200  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  pmtshield_312 Lout  |                band  |       Mu metal shield for pmt  |          -1138.74*mm 89.4100000000001*mm 501.5*mm  |                      0*deg 90*deg 0*deg  | 111111   |                Tube  |                   30.035*mm 32.725*mm 88.9*mm 0*deg 360*deg  |             conetic  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  pmtshield_312 Rout  |                band  |       Mu metal shield for pmt  |           1138.74*mm 89.4100000000001*mm 501.5*mm  |                      0*deg 90*deg 0*deg  | 771111   |                Tube  |                   30.035*mm 32.725*mm 88.9*mm 0*deg 360*deg  |             conetic  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
   pmtshield_312 Rin  |                band  |       Mu metal shield for pmt  |          -368.263*mm 89.4100000000001*mm 501.5*mm  |                      0*deg 90*deg 0*deg  | 771111   |                Tube  |                   30.035*mm 32.725*mm 88.9*mm 0*deg 360*deg  |             conetic  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
   pmtshield_312 Lin  |                band  |       Mu metal shield for pmt  |           368.263*mm 89.4100000000001*mm 501.5*mm  |                      0*deg 90*deg 0*deg  | 111111   |                Tube  |                   30.035*mm 32.725*mm 88.9*mm 0*deg 360*deg  |             conetic  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  scintillator_313 B  |                band  |                    Short Bars  |                        753.5*mm 15.72*mm 501.5*mm  |                       0*deg 0*deg 0*deg  | 4cbb17   |                 Box  |                                          255*mm 36*mm 36*mm  |               ej200  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  scintillator_313 A  |                band  |                    Short Bars  |                       -753.5*mm 15.72*mm 501.5*mm  |                       0*deg 0*deg 0*deg  | 32cd32   |                 Box  |                                          255*mm 36*mm 36*mm  |               ej200  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  pmtshield_313 Lout  |                band  |       Mu metal shield for pmt  |                     -1138.74*mm 15.72*mm 501.5*mm  |                      0*deg 90*deg 0*deg  | 111111   |                Tube  |                   30.035*mm 32.725*mm 88.9*mm 0*deg 360*deg  |             conetic  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  pmtshield_313 Rout  |                band  |       Mu metal shield for pmt  |                      1138.74*mm 15.72*mm 501.5*mm  |                      0*deg 90*deg 0*deg  | 771111   |                Tube  |                   30.035*mm 32.725*mm 88.9*mm 0*deg 360*deg  |             conetic  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
   pmtshield_313 Rin  |                band  |       Mu metal shield for pmt  |                     -368.263*mm 15.72*mm 501.5*mm  |                      0*deg 90*deg 0*deg  | 771111   |                Tube  |                   30.035*mm 32.725*mm 88.9*mm 0*deg 360*deg  |             conetic  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
   pmtshield_313 Lin  |                band  |       Mu metal shield for pmt  |                      368.263*mm 15.72*mm 501.5*mm  |                      0*deg 90*deg 0*deg  | 111111   |                Tube  |                   30.035*mm 32.725*mm 88.9*mm 0*deg 360*deg  |             conetic  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  scintillator_314 B  |                band  |                    Short Bars  |                       753.5*mm -57.97*mm 501.5*mm  |                       0*deg 0*deg 0*deg  | 4cbb17   |                 Box  |                                          255*mm 36*mm 36*mm  |               ej200  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  scintillator_314 A  |                band  |                    Short Bars  |                      -753.5*mm -57.97*mm 501.5*mm  |                       0*deg 0*deg 0*deg  | 32cd32   |                 Box  |                                          255*mm 36*mm 36*mm  |               ej200  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  pmtshield_314 Lout  |                band  |       Mu metal shield for pmt  |                    -1138.74*mm -57.97*mm 501.5*mm  |                      0*deg 90*deg 0*deg  | 111111   |                Tube  |                   30.035*mm 32.725*mm 88.9*mm 0*deg 360*deg  |             conetic  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  pmtshield_314 Rout  |                band  |       Mu metal shield for pmt  |                     1138.74*mm -57.97*mm 501.5*mm  |                      0*deg 90*deg 0*deg  | 771111   |                Tube  |                   30.035*mm 32.725*mm 88.9*mm 0*deg 360*deg  |             conetic  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
   pmtshield_314 Rin  |                band  |       Mu metal shield for pmt  |                    -368.263*mm -57.97*mm 501.5*mm  |                      0*deg 90*deg 0*deg  | 771111   |                Tube  |                   30.035*mm 32.725*mm 88.9*mm 0*deg 360*deg  |             conetic  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
   pmtshield_314 Lin  |                band  |       Mu metal shield for pmt  |                     368.263*mm -57.97*mm 501.5*mm  |                      0*deg 90*deg 0*deg  | 111111   |                Tube  |                   30.035*mm 32.725*mm 88.9*mm 0*deg 360*deg  |             conetic  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  scintillator_315 B  |                band  |                    Short Bars  |                      753.5*mm -131.66*mm 501.5*mm  |                       0*deg 0*deg 0*deg  | 4cbb17   |                 Box  |                                          255*mm 36*mm 36*mm  |               ej200  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  scintillator_315 A  |                band  |                    Short Bars  |                     -753.5*mm -131.66*mm 501.5*mm  |                       0*deg 0*deg 0*deg  | 32cd32   |                 Box  |                                          255*mm 36*mm 36*mm  |               ej200  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  pmtshield_315 Lout  |                band  |       Mu metal shield for pmt  |                   -1138.74*mm -131.66*mm 501.5*mm  |                      0*deg 90*deg 0*deg  | 111111   |                Tube  |                   30.035*mm 32.725*mm 88.9*mm 0*deg 360*deg  |             conetic  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  pmtshield_315 Rout  |                band  |       Mu metal shield for pmt  |                    1138.74*mm -131.66*mm 501.5*mm  |                      0*deg 90*deg 0*deg  | 771111   |                Tube  |                   30.035*mm 32.725*mm 88.9*mm 0*deg 360*deg  |             conetic  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
   pmtshield_315 Rin  |                band  |       Mu metal shield for pmt  |                   -368.263*mm -131.66*mm 501.5*mm  |                      0*deg 90*deg 0*deg  | 771111   |                Tube  |                   30.035*mm 32.725*mm 88.9*mm 0*deg 360*deg  |             conetic  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
   pmtshield_315 Lin  |                band  |       Mu metal shield for pmt  |                    368.263*mm -131.66*mm 501.5*mm  |                      0*deg 90*deg 0*deg  | 111111   |                Tube  |                   30.035*mm 32.725*mm 88.9*mm 0*deg 360*deg  |             conetic  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  scintillator_316 B  |                band  |                    Short Bars  |                      753.5*mm -205.35*mm 501.5*mm  |                       0*deg 0*deg 0*deg  | 4cbb17   |                 Box  |                                          255*mm 36*mm 36*mm  |               ej200  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  scintillator_316 A  |                band  |                    Short Bars  |                     -753.5*mm -205.35*mm 501.5*mm  |                       0*deg 0*deg 0*deg  | 32cd32   |                 Box  |                                          255*mm 36*mm 36*mm  |               ej200  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  pmtshield_316 Lout  |                band  |       Mu metal shield for pmt  |                   -1138.74*mm -205.35*mm 501.5*mm  |                      0*deg 90*deg 0*deg  | 111111   |                Tube  |                   30.035*mm 32.725*mm 88.9*mm 0*deg 360*deg  |             conetic  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  pmtshield_316 Rout  |                band  |       Mu metal shield for pmt  |                    1138.74*mm -205.35*mm 501.5*mm  |                      0*deg 90*deg 0*deg  | 771111   |                Tube  |                   30.035*mm 32.725*mm 88.9*mm 0*deg 360*deg  |             conetic  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
   pmtshield_316 Rin  |                band  |       Mu metal shield for pmt  |                   -368.263*mm -205.35*mm 501.5*mm  |                      0*deg 90*deg 0*deg  | 771111   |                Tube  |                   30.035*mm 32.725*mm 88.9*mm 0*deg 360*deg  |             conetic  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
   pmtshield_316 Lin  |                band  |       Mu metal shield for pmt  |                    368.263*mm -205.35*mm 501.5*mm  |                      0*deg 90*deg 0*deg  | 111111   |                Tube  |                   30.035*mm 32.725*mm 88.9*mm 0*deg 360*deg  |             conetic  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
    scintillator_317  |                band  |                  Scintillator  |                          0*mm -279.04*mm 501.5*mm  |                       0*deg 0*deg 0*deg  | 007fff   |                 Box  |                                       1009.5*mm 36*mm 36*mm  |               ej200  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
     pmtshield_317 L  |                band  |       Mu metal shield for pmt  |                   -1138.74*mm -279.04*mm 501.5*mm  |                      0*deg 90*deg 0*deg  | 111111   |                Tube  |                   30.035*mm 32.725*mm 88.9*mm 0*deg 360*deg  |             conetic  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
     pmtshield_317 R  |                band  |       Mu metal shield for pmt  |                    1138.74*mm -279.04*mm 501.5*mm  |                      0*deg 90*deg 0*deg  | 771111   |                Tube  |                   30.035*mm 32.725*mm 88.9*mm 0*deg 360*deg  |             conetic  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
    scintillator_318  |                band  |                  Scintillator  |                          0*mm -352.73*mm 501.5*mm  |                       0*deg 0*deg 0*deg  | 007fff   |                 Box  |                                       1009.5*mm 36*mm 36*mm  |               ej200  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
     pmtshield_318 L  |                band  |       Mu metal shield for pmt  |                   -1138.74*mm -352.73*mm 501.5*mm  |                      0*deg 90*deg 0*deg  | 111111   |                Tube  |                   30.035*mm 32.725*mm 88.9*mm 0*deg 360*deg  |             conetic  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
     pmtshield_318 R  |                band  |       Mu metal shield for pmt  |                    1138.74*mm -352.73*mm 501.5*mm  |                      0*deg 90*deg 0*deg  | 771111   |                Tube  |                   30.035*mm 32.725*mm 88.9*mm 0*deg 360*deg  |             conetic  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
    scintillator_401  |                band  |                  Scintillator  |                             0*mm 900*mm 424.75*mm  |                       0*deg 0*deg 0*deg  | ff00ff   |                 Box  |                                        818.5*mm 36*mm 36*mm  |               ej200  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
     pmtshield_401 L  |                band  |       Mu metal shield for pmt  |                        -947.4*mm 900*mm 424.75*mm  |                      0*deg 90*deg 0*deg  | 111111   |                Tube  |                   30.035*mm 32.725*mm 88.9*mm 0*deg 360*deg  |             conetic  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
     pmtshield_401 R  |                band  |       Mu metal shield for pmt  |                         947.4*mm 900*mm 424.75*mm  |                      0*deg 90*deg 0*deg  | 771111   |                Tube  |                   30.035*mm 32.725*mm 88.9*mm 0*deg 360*deg  |             conetic  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
    scintillator_402  |                band  |                  Scintillator  |                          0*mm 826.31*mm 424.75*mm  |                       0*deg 0*deg 0*deg  | ff00ff   |                 Box  |                                        818.5*mm 36*mm 36*mm  |               ej200  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
     pmtshield_402 L  |                band  |       Mu metal shield for pmt  |                     -947.4*mm 826.31*mm 424.75*mm  |                      0*deg 90*deg 0*deg  | 111111   |                Tube  |                   30.035*mm 32.725*mm 88.9*mm 0*deg 360*deg  |             conetic  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
     pmtshield_402 R  |                band  |       Mu metal shield for pmt  |                      947.4*mm 826.31*mm 424.75*mm  |                      0*deg 90*deg 0*deg  | 771111   |                Tube  |                   30.035*mm 32.725*mm 88.9*mm 0*deg 360*deg  |             conetic  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
    scintillator_403  |                band  |                  Scintillator  |                          0*mm 752.62*mm 424.75*mm  |                       0*deg 0*deg 0*deg  | ff00ff   |                 Box  |                                        818.5*mm 36*mm 36*mm  |               ej200  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
     pmtshield_403 L  |                band  |       Mu metal shield for pmt  |                     -947.4*mm 752.62*mm 424.75*mm  |                      0*deg 90*deg 0*deg  | 111111   |                Tube  |                   30.035*mm 32.725*mm 88.9*mm 0*deg 360*deg  |             conetic  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
     pmtshield_403 R  |                band  |       Mu metal shield for pmt  |                      947.4*mm 752.62*mm 424.75*mm  |                      0*deg 90*deg 0*deg  | 771111   |                Tube  |                   30.035*mm 32.725*mm 88.9*mm 0*deg 360*deg  |             conetic  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
    scintillator_404  |                band  |                  Scintillator  |                          0*mm 678.93*mm 424.75*mm  |                       0*deg 0*deg 0*deg  | 007fff   |                 Box  |                                       1009.5*mm 36*mm 36*mm  |               ej200  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
     pmtshield_404 L  |                band  |       Mu metal shield for pmt  |                   -1138.74*mm 678.93*mm 424.75*mm  |                      0*deg 90*deg 0*deg  | 111111   |                Tube  |                   30.035*mm 32.725*mm 88.9*mm 0*deg 360*deg  |             conetic  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
     pmtshield_404 R  |                band  |       Mu metal shield for pmt  |                    1138.74*mm 678.93*mm 424.75*mm  |                      0*deg 90*deg 0*deg  | 771111   |                Tube  |                   30.035*mm 32.725*mm 88.9*mm 0*deg 360*deg  |             conetic  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
    scintillator_405  |                band  |                  Scintillator  |                          0*mm 605.24*mm 424.75*mm  |                       0*deg 0*deg 0*deg  | 007fff   |                 Box  |                                       1009.5*mm 36*mm 36*mm  |               ej200  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
     pmtshield_405 L  |                band  |       Mu metal shield for pmt  |                   -1138.74*mm 605.24*mm 424.75*mm  |                      0*deg 90*deg 0*deg  | 111111   |                Tube  |                   30.035*mm 32.725*mm 88.9*mm 0*deg 360*deg  |             conetic  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
     pmtshield_405 R  |                band  |       Mu metal shield for pmt  |                    1138.74*mm 605.24*mm 424.75*mm  |                      0*deg 90*deg 0*deg  | 771111   |                Tube  |                   30.035*mm 32.725*mm 88.9*mm 0*deg 360*deg  |             conetic  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
    scintillator_406  |                band  |                  Scintillator  |                          0*mm 531.55*mm 424.75*mm  |                       0*deg 0*deg 0*deg  | 007fff   |                 Box  |                                       1009.5*mm 36*mm 36*mm  |               ej200  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
     pmtshield_406 L  |                band  |       Mu metal shield for pmt  |                   -1138.74*mm 531.55*mm 424.75*mm  |                      0*deg 90*deg 0*deg  | 111111   |                Tube  |                   30.035*mm 32.725*mm 88.9*mm 0*deg 360*deg  |             conetic  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
     pmtshield_406 R  |                band  |       Mu metal shield for pmt  |                    1138.74*mm 531.55*mm 424.75*mm  |                      0*deg 90*deg 0*deg  | 771111   |                Tube  |                   30.035*mm 32.725*mm 88.9*mm 0*deg 360*deg  |             conetic  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
    scintillator_407  |                band  |                  Scintillator  |                          0*mm 457.86*mm 424.75*mm  |                       0*deg 0*deg 0*deg  | 007fff   |                 Box  |                                       1009.5*mm 36*mm 36*mm  |               ej200  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
     pmtshield_407 L  |                band  |       Mu metal shield for pmt  |                   -1138.74*mm 457.86*mm 424.75*mm  |                      0*deg 90*deg 0*deg  | 111111   |                Tube  |                   30.035*mm 32.725*mm 88.9*mm 0*deg 360*deg  |             conetic  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
     pmtshield_407 R  |                band  |       Mu metal shield for pmt  |                    1138.74*mm 457.86*mm 424.75*mm  |                      0*deg 90*deg 0*deg  | 771111   |                Tube  |                   30.035*mm 32.725*mm 88.9*mm 0*deg 360*deg  |             conetic  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
    scintillator_408  |                band  |                  Scintillator  |                          0*mm 384.17*mm 424.75*mm  |                       0*deg 0*deg 0*deg  | 007fff   |                 Box  |                                       1009.5*mm 36*mm 36*mm  |               ej200  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
     pmtshield_408 L  |                band  |       Mu metal shield for pmt  |                   -1138.74*mm 384.17*mm 424.75*mm  |                      0*deg 90*deg 0*deg  | 111111   |                Tube  |                   30.035*mm 32.725*mm 88.9*mm 0*deg 360*deg  |             conetic  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
     pmtshield_408 R  |                band  |       Mu metal shield for pmt  |                    1138.74*mm 384.17*mm 424.75*mm  |                      0*deg 90*deg 0*deg  | 771111   |                Tube  |                   30.035*mm 32.725*mm 88.9*mm 0*deg 360*deg  |             conetic  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
    scintillator_409  |                band  |                  Scintillator  |                          0*mm 310.48*mm 424.75*mm  |                       0*deg 0*deg 0*deg  | 007fff   |                 Box  |                                       1009.5*mm 36*mm 36*mm  |               ej200  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
     pmtshield_409 L  |                band  |       Mu metal shield for pmt  |                   -1138.74*mm 310.48*mm 424.75*mm  |                      0*deg 90*deg 0*deg  | 111111   |                Tube  |                   30.035*mm 32.725*mm 88.9*mm 0*deg 360*deg  |             conetic  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
     pmtshield_409 R  |                band  |       Mu metal shield for pmt  |                    1138.74*mm 310.48*mm 424.75*mm  |                      0*deg 90*deg 0*deg  | 771111   |                Tube  |                   30.035*mm 32.725*mm 88.9*mm 0*deg 360*deg  |             conetic  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
    scintillator_410  |                band  |                  Scintillator  |                          0*mm 236.79*mm 424.75*mm  |                       0*deg 0*deg 0*deg  | 007fff   |                 Box  |                                       1009.5*mm 36*mm 36*mm  |               ej200  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
     pmtshield_410 L  |                band  |       Mu metal shield for pmt  |                   -1138.74*mm 236.79*mm 424.75*mm  |                      0*deg 90*deg 0*deg  | 111111   |                Tube  |                   30.035*mm 32.725*mm 88.9*mm 0*deg 360*deg  |             conetic  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
     pmtshield_410 R  |                band  |       Mu metal shield for pmt  |                    1138.74*mm 236.79*mm 424.75*mm  |                      0*deg 90*deg 0*deg  | 771111   |                Tube  |                   30.035*mm 32.725*mm 88.9*mm 0*deg 360*deg  |             conetic  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  scintillator_411 B  |                band  |                    Short Bars  |                       753.5*mm 163.1*mm 424.75*mm  |                       0*deg 0*deg 0*deg  | 4cbb17   |                 Box  |                                          255*mm 36*mm 36*mm  |               ej200  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  scintillator_411 A  |                band  |                    Short Bars  |                      -753.5*mm 163.1*mm 424.75*mm  |                       0*deg 0*deg 0*deg  | 32cd32   |                 Box  |                                          255*mm 36*mm 36*mm  |               ej200  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  pmtshield_411 Lout  |                band  |       Mu metal shield for pmt  |                    -1138.74*mm 163.1*mm 424.75*mm  |                      0*deg 90*deg 0*deg  | 111111   |                Tube  |                   30.035*mm 32.725*mm 88.9*mm 0*deg 360*deg  |             conetic  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  pmtshield_411 Rout  |                band  |       Mu metal shield for pmt  |                     1138.74*mm 163.1*mm 424.75*mm  |                      0*deg 90*deg 0*deg  | 771111   |                Tube  |                   30.035*mm 32.725*mm 88.9*mm 0*deg 360*deg  |             conetic  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
   pmtshield_411 Rin  |                band  |       Mu metal shield for pmt  |                    -368.263*mm 163.1*mm 424.75*mm  |                      0*deg 90*deg 0*deg  | 771111   |                Tube  |                   30.035*mm 32.725*mm 88.9*mm 0*deg 360*deg  |             conetic  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
   pmtshield_411 Lin  |                band  |       Mu metal shield for pmt  |                     368.263*mm 163.1*mm 424.75*mm  |                      0*deg 90*deg 0*deg  | 111111   |                Tube  |                   30.035*mm 32.725*mm 88.9*mm 0*deg 360*deg  |             conetic  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
